       mw          cp           t         gam
   2.6345E+01  4.6291E+00  2.9733E+03  1.1348E+00
   2.6085E+01  4.6621E+00  3.1645E+03  1.1388E+00
   2.6402E+01  4.4785E+00  2.9970E+03  1.1366E+00
   2.6132E+01  4.5464E+00  3.1862E+03  1.1401E+00
   2.6447E+01  4.3659E+00  3.0153E+03  1.1379E+00
   2.6171E+01  4.4547E+00  3.2039E+03  1.1412E+00
   2.6483E+01  4.2765E+00  3.0301E+03  1.1391E+00
   2.6204E+01  4.3791E+00  3.2189E+03  1.1421E+00
   2.6513E+01  4.2027E+00  3.0426E+03  1.1400E+00
   2.6232E+01  4.3150E+00  3.2317E+03  1.1429E+00
   2.6539E+01  4.1401E+00  3.0533E+03  1.1408E+00
   2.6257E+01  4.2595E+00  3.2431E+03  1.1436E+00
   2.6562E+01  4.0858E+00  3.0627E+03  1.1416E+00
   2.6279E+01  4.2107E+00  3.2532E+03  1.1442E+00
   2.6582E+01  4.0380E+00  3.0711E+03  1.1422E+00
   2.6299E+01  4.1672E+00  3.2623E+03  1.1448E+00
   2.6600E+01  3.9954E+00  3.0787E+03  1.1428E+00
   2.6317E+01  4.1280E+00  3.2706E+03  1.1453E+00
   2.6617E+01  3.9569E+00  3.0855E+03  1.1434E+00
   2.6334E+01  4.0924E+00  3.2782E+03  1.1457E+00
   2.6632E+01  3.9220E+00  3.0918E+03  1.1439E+00
   2.6349E+01  4.0598E+00  3.2852E+03  1.1462E+00
   2.6646E+01  3.8900E+00  3.0976E+03  1.1444E+00
   2.6364E+01  4.0298E+00  3.2918E+03  1.1466E+00
   2.6659E+01  3.8606E+00  3.1030E+03  1.1448E+00
   2.6377E+01  4.0020E+00  3.2979E+03  1.1470E+00
   2.6672E+01  3.8332E+00  3.1080E+03  1.1452E+00
   2.6390E+01  3.9761E+00  3.3036E+03  1.1473E+00
   2.6683E+01  3.8078E+00  3.1127E+03  1.1456E+00
   2.6402E+01  3.9519E+00  3.3090E+03  1.1477E+00
   2.6694E+01  3.7840E+00  3.1171E+03  1.1460E+00
   2.6413E+01  3.9292E+00  3.3140E+03  1.1480E+00
   2.6704E+01  3.7617E+00  3.1213E+03  1.1463E+00
   2.6423E+01  3.9079E+00  3.3188E+03  1.1483E+00
   2.6713E+01  3.7407E+00  3.1252E+03  1.1466E+00
   2.5962E+01  5.4467E+00  3.0256E+03  1.1306E+00
   2.6299E+01  5.2582E+00  2.8791E+03  1.1280E+00
   2.6111E+01  5.0307E+00  3.0938E+03  1.1345E+00
   2.6441E+01  4.8566E+00  2.9375E+03  1.1319E+00
   2.6199E+01  4.8062E+00  3.1335E+03  1.1367E+00
   2.6523E+01  4.6397E+00  2.9713E+03  1.1342E+00
   2.6261E+01  4.6550E+00  3.1617E+03  1.1384E+00
   2.6581E+01  4.4934E+00  2.9952E+03  1.1359E+00
   2.6309E+01  4.5421E+00  3.1834E+03  1.1396E+00
   2.6626E+01  4.3840E+00  3.0135E+03  1.1372E+00
   2.6348E+01  4.4527E+00  3.2011E+03  1.1407E+00
   2.6662E+01  4.2973E+00  3.0284E+03  1.1383E+00
   2.6381E+01  4.3790E+00  3.2161E+03  1.1416E+00
   2.6693E+01  4.2258E+00  3.0410E+03  1.1392E+00
   2.6410E+01  4.3165E+00  3.2290E+03  1.1423E+00
   2.6719E+01  4.1652E+00  3.0518E+03  1.1400E+00
   2.6435E+01  4.2624E+00  3.2403E+03  1.1430E+00
   2.6743E+01  4.1126E+00  3.0613E+03  1.1407E+00
   2.6457E+01  4.2149E+00  3.2504E+03  1.1436E+00
   2.6763E+01  4.0664E+00  3.0697E+03  1.1413E+00
   2.6477E+01  4.1725E+00  3.2596E+03  1.1441E+00
   2.6782E+01  4.0252E+00  3.0774E+03  1.1419E+00
   2.6496E+01  4.1344E+00  3.2679E+03  1.1446E+00
   2.6799E+01  3.9881E+00  3.0843E+03  1.1424E+00
   2.6513E+01  4.0998E+00  3.2755E+03  1.1451E+00
   2.6815E+01  3.9544E+00  3.0906E+03  1.1429E+00
   2.6529E+01  4.0681E+00  3.2826E+03  1.1455E+00
   2.6829E+01  3.9236E+00  3.0965E+03  1.1433E+00
   2.6543E+01  4.0389E+00  3.2891E+03  1.1459E+00
   2.6842E+01  3.8952E+00  3.1019E+03  1.1437E+00
   2.6557E+01  4.0119E+00  3.2952E+03  1.1463E+00
   2.6855E+01  3.8688E+00  3.1070E+03  1.1441E+00
   2.6569E+01  3.9867E+00  3.3010E+03  1.1466E+00
   2.6866E+01  3.8443E+00  3.1118E+03  1.1445E+00
   2.6581E+01  3.9633E+00  3.3064E+03  1.1469E+00
   2.6877E+01  3.8214E+00  3.1162E+03  1.1448E+00
   2.6593E+01  3.9412E+00  3.3115E+03  1.1473E+00
   2.6888E+01  3.7999E+00  3.1205E+03  1.1452E+00
   2.6603E+01  3.9205E+00  3.3163E+03  1.1475E+00
   2.6897E+01  3.7797E+00  3.1244E+03  1.1455E+00
   2.6123E+01  5.3964E+00  3.0217E+03  1.1305E+00
   2.6461E+01  5.2156E+00  2.8753E+03  1.1279E+00
   2.6273E+01  4.9885E+00  3.0894E+03  1.1344E+00
   2.6603E+01  4.8225E+00  2.9334E+03  1.1318E+00
   2.6360E+01  4.7685E+00  3.1290E+03  1.1366E+00
   2.6685E+01  4.6102E+00  2.9671E+03  1.1341E+00
   2.6423E+01  4.6204E+00  3.1570E+03  1.1382E+00
   2.6744E+01  4.4671E+00  2.9908E+03  1.1357E+00
   2.6471E+01  4.5098E+00  3.1786E+03  1.1395E+00
   2.6789E+01  4.3602E+00  3.0091E+03  1.1370E+00
   2.6510E+01  4.4222E+00  3.1962E+03  1.1405E+00
   2.6825E+01  4.2755E+00  3.0240E+03  1.1380E+00
   2.6543E+01  4.3500E+00  3.2111E+03  1.1414E+00
   2.6856E+01  4.2056E+00  3.0365E+03  1.1389E+00
   2.6572E+01  4.2888E+00  3.2239E+03  1.1421E+00
   2.6883E+01  4.1464E+00  3.0473E+03  1.1397E+00
   2.6597E+01  4.2359E+00  3.2352E+03  1.1428E+00
   2.6906E+01  4.0951E+00  3.0567E+03  1.1404E+00
   2.6620E+01  4.1894E+00  3.2453E+03  1.1434E+00
   2.6927E+01  4.0500E+00  3.0652E+03  1.1410E+00
   2.6640E+01  4.1479E+00  3.2544E+03  1.1439E+00
   2.6946E+01  4.0098E+00  3.0728E+03  1.1416E+00
   2.6658E+01  4.1106E+00  3.2627E+03  1.1444E+00
   2.6963E+01  3.9736E+00  3.0797E+03  1.1421E+00
   2.6676E+01  4.0767E+00  3.2703E+03  1.1449E+00
   2.6978E+01  3.9407E+00  3.0860E+03  1.1426E+00
   2.6691E+01  4.0457E+00  3.2773E+03  1.1453E+00
   2.6993E+01  3.9106E+00  3.0919E+03  1.1430E+00
   2.6706E+01  4.0171E+00  3.2839E+03  1.1457E+00
   2.7006E+01  3.8829E+00  3.0973E+03  1.1434E+00
   2.6720E+01  3.9907E+00  3.2899E+03  1.1460E+00
   2.7019E+01  3.8572E+00  3.1024E+03  1.1438E+00
   2.6732E+01  3.9661E+00  3.2957E+03  1.1464E+00
   2.7030E+01  3.8333E+00  3.1071E+03  1.1441E+00
   2.6744E+01  3.9431E+00  3.3010E+03  1.1467E+00
   2.7042E+01  3.8110E+00  3.1116E+03  1.1445E+00
   2.6756E+01  3.9216E+00  3.3061E+03  1.1470E+00
   2.7052E+01  3.7900E+00  3.1158E+03  1.1448E+00
   2.6767E+01  3.9013E+00  3.3109E+03  1.1473E+00
   2.7062E+01  3.7703E+00  3.1198E+03  1.1451E+00
   2.6272E+01  5.3281E+00  3.0167E+03  1.1306E+00
   2.6610E+01  5.1468E+00  2.8702E+03  1.1280E+00
   2.6422E+01  4.9275E+00  3.0839E+03  1.1344E+00
   2.6751E+01  4.7607E+00  2.9278E+03  1.1319E+00
   2.6509E+01  4.7115E+00  3.1231E+03  1.1367E+00
   2.6834E+01  4.5522E+00  2.9611E+03  1.1342E+00
   2.6571E+01  4.5659E+00  3.1509E+03  1.1383E+00
   2.6892E+01  4.4116E+00  2.9846E+03  1.1359E+00
   2.6620E+01  4.4573E+00  3.1723E+03  1.1396E+00
   2.6937E+01  4.3065E+00  3.0027E+03  1.1371E+00
   2.6659E+01  4.3712E+00  3.1898E+03  1.1406E+00
   2.6973E+01  4.2232E+00  3.0175E+03  1.1382E+00
   2.6692E+01  4.3003E+00  3.2045E+03  1.1415E+00
   2.7004E+01  4.1545E+00  3.0298E+03  1.1391E+00
   2.6721E+01  4.2402E+00  3.2172E+03  1.1422E+00
   2.7031E+01  4.0963E+00  3.0405E+03  1.1399E+00
   2.6746E+01  4.1882E+00  3.2284E+03  1.1429E+00
   2.7054E+01  4.0459E+00  3.0499E+03  1.1406E+00
   2.6768E+01  4.1424E+00  3.2384E+03  1.1435E+00
   2.7075E+01  4.0015E+00  3.0582E+03  1.1412E+00
   2.6789E+01  4.1016E+00  3.2474E+03  1.1440E+00
   2.7093E+01  3.9619E+00  3.0657E+03  1.1417E+00
   2.6807E+01  4.0649E+00  3.2556E+03  1.1445E+00
   2.7111E+01  3.9263E+00  3.0726E+03  1.1422E+00
   2.6824E+01  4.0316E+00  3.2631E+03  1.1449E+00
   2.7126E+01  3.8940E+00  3.0788E+03  1.1427E+00
   2.6840E+01  4.0011E+00  3.2701E+03  1.1453E+00
   2.7141E+01  3.8643E+00  3.0846E+03  1.1431E+00
   2.6854E+01  3.9730E+00  3.2766E+03  1.1457E+00
   2.7154E+01  3.8371E+00  3.0900E+03  1.1436E+00
   2.6868E+01  3.9470E+00  3.2826E+03  1.1461E+00
   2.7167E+01  3.8118E+00  3.0950E+03  1.1439E+00
   2.6881E+01  3.9229E+00  3.2883E+03  1.1464E+00
   2.7178E+01  3.7883E+00  3.0997E+03  1.1443E+00
   2.6893E+01  3.9003E+00  3.2936E+03  1.1468E+00
   2.7189E+01  3.7663E+00  3.1041E+03  1.1446E+00
   2.6904E+01  3.8791E+00  3.2986E+03  1.1471E+00
   2.7200E+01  3.7457E+00  3.1083E+03  1.1449E+00
   2.6915E+01  3.8591E+00  3.3034E+03  1.1473E+00
   2.7210E+01  3.7263E+00  3.1122E+03  1.1453E+00
   2.6411E+01  5.2472E+00  3.0109E+03  1.1308E+00
   2.6748E+01  5.0599E+00  2.8640E+03  1.1283E+00
   2.6560E+01  4.8534E+00  3.0774E+03  1.1347E+00
   2.6889E+01  4.6799E+00  2.9209E+03  1.1323E+00
   2.6647E+01  4.6409E+00  3.1162E+03  1.1369E+00
   2.6971E+01  4.4745E+00  2.9538E+03  1.1346E+00
   2.6709E+01  4.4977E+00  3.1436E+03  1.1386E+00
   2.7028E+01  4.3360E+00  2.9770E+03  1.1363E+00
   2.6757E+01  4.3908E+00  3.1648E+03  1.1398E+00
   2.7073E+01  4.2324E+00  2.9948E+03  1.1376E+00
   2.6796E+01  4.3060E+00  3.1821E+03  1.1409E+00
   2.7109E+01  4.1502E+00  3.0093E+03  1.1386E+00
   2.6829E+01  4.2362E+00  3.1966E+03  1.1417E+00
   2.7139E+01  4.0824E+00  3.0215E+03  1.1396E+00
   2.6857E+01  4.1769E+00  3.2092E+03  1.1425E+00
   2.7166E+01  4.0249E+00  3.0320E+03  1.1403E+00
   2.6882E+01  4.1256E+00  3.2202E+03  1.1432E+00
   2.7189E+01  3.9751E+00  3.0412E+03  1.1410E+00
   2.6905E+01  4.0805E+00  3.2301E+03  1.1438E+00
   2.7209E+01  3.9312E+00  3.0494E+03  1.1417E+00
   2.6925E+01  4.0404E+00  3.2390E+03  1.1443E+00
   2.7228E+01  3.8922E+00  3.0568E+03  1.1422E+00
   2.6943E+01  4.0042E+00  3.2471E+03  1.1448E+00
   2.7245E+01  3.8570E+00  3.0635E+03  1.1428E+00
   2.6960E+01  3.9713E+00  3.2545E+03  1.1452E+00
   2.7260E+01  3.8250E+00  3.0697E+03  1.1432E+00
   2.6976E+01  3.9412E+00  3.2614E+03  1.1457E+00
   2.7275E+01  3.7957E+00  3.0754E+03  1.1437E+00
   2.6990E+01  3.9135E+00  3.2678E+03  1.1460E+00
   2.7288E+01  3.7687E+00  3.0807E+03  1.1441E+00
   2.7004E+01  3.8878E+00  3.2737E+03  1.1464E+00
   2.7300E+01  3.7437E+00  3.0856E+03  1.1445E+00
   2.7017E+01  3.8640E+00  3.2793E+03  1.1468E+00
   2.7312E+01  3.7204E+00  3.0902E+03  1.1448E+00
   2.7029E+01  3.8417E+00  3.2845E+03  1.1471E+00
   2.7323E+01  3.6987E+00  3.0945E+03  1.1452E+00
   2.7040E+01  3.8207E+00  3.2895E+03  1.1474E+00
   2.7333E+01  3.6783E+00  3.0986E+03  1.1455E+00
   2.7051E+01  3.8010E+00  3.2942E+03  1.1477E+00
   2.7343E+01  3.6591E+00  3.1025E+03  1.1458E+00
